t [s], Presion [kPa], Temperatura[C],Aceleracion en X,Aceleración en Y,Aceleración en Z,Giro en X,Giro en Y,Giro en Z,Altitud,Altitud filtrada,Altitud inicial,Altitud mas alta,Confirmacion del main,Confirmacion del droge,Confirmacion de despegue,Segunda confirmacion del droge,Voltaje
540,78.05,25.42,-1.16,-0.50,11.22,1.29,3.58,0.11,2200.72,2200.72,2200.72,2200.72,0,0,0,0,3.88
640,78.05,25.43,-6.23,0.82,8.45,1.57,3.32,-0.15,2200.55,2200.70,2200.72,2200.72,0,0,0,0,3.92
740,78.05,25.43,-7.15,1.76,6.17,0.32,0.63,-0.35,2200.55,2200.68,2200.72,2200.72,0,0,0,0,3.89
840,78.05,25.43,-3.37,-0.81,4.34,0.52,-0.94,0.31,2200.55,2200.66,2200.72,2200.72,0,0,0,0,3.91
940,78.05,25.43,-6.43,0.66,9.08,0.39,2.54,-0.20,2200.55,2200.64,2200.72,2200.72,0,0,0,0,3.92
1040,78.05,25.43,-10.46,0.73,6.81,0.06,4.37,-1.05,2200.55,2200.62,2200.72,2200.72,0,0,0,0,3.93
1140,78.05,25.42,-8.05,-1.11,-3.26,-1.37,4.37,-0.88,2200.56,2200.60,2200.72,2200.72,0,0,0,0,3.91
1240,78.05,25.42,-7.50,1.43,-7.69,-0.90,1.99,-0.46,2200.56,2200.57,2200.72,2200.72,0,0,0,0,3.92
1340,78.05,25.42,-6.68,0.91,-7.05,-0.42,1.09,-0.34,2200.56,2200.55,2200.72,2200.72,0,0,0,0,3.91
1440,78.05,25.42,-5.37,-0.63,-5.85,-0.43,0.82,-0.42,2200.56,2200.55,2200.72,2200.72,0,0,0,0,3.91
1540,78.05,25.42,-4.79,-0.15,-6.10,-0.79,0.23,-0.19,2200.56,2200.56,2200.72,2200.72,0,0,0,0,3.91
1640,78.05,25.40,-7.06,0.13,-6.14,-0.40,0.38,0.37,2200.57,2200.56,2200.72,2200.72,0,0,0,0,3.92
1740,78.05,25.40,-7.21,1.79,-8.60,-0.34,0.10,-0.03,2200.57,2200.56,2200.72,2200.72,0,0,0,0,3.93
1840,78.05,25.40,-6.43,2.64,-9.51,-0.20,-0.65,0.13,2200.57,2200.56,2200.72,2200.72,0,0,0,0,3.90
1940,78.05,25.40,-5.51,1.15,-7.79,0.36,-0.26,0.54,2200.57,2200.56,2200.72,2200.72,0,0,0,0,3.94
2040,78.05,25.40,-4.82,1.30,-6.05,1.07,0.21,0.78,2200.57,2200.57,2200.72,2200.72,0,0,0,0,3.93
2140,78.05,25.39,-6.10,0.40,-4.84,0.32,-0.92,0.10,2200.59,2200.57,2200.72,2200.72,0,0,0,0,3.92
2240,78.05,25.39,-6.26,-0.72,-4.39,0.63,-0.05,0.23,2200.59,2200.57,2200.72,2200.72,0,0,0,0,3.95
2340,78.05,25.39,-7.62,1.17,-5.26,-0.69,-0.28,0.90,2200.59,2200.58,2200.72,2200.72,0,0,0,0,3.92
2440,78.05,25.39,-8.38,4.16,-7.17,0.15,-0.26,0.22,2200.59,2200.58,2200.72,2200.72,0,0,0,0,3.91
2540,78.05,25.37,-7.61,4.00,-6.96,-0.04,1.13,-0.16,2200.59,2200.58,2200.72,2200.72,0,0,0,0,3.92
2640,78.05,25.37,-6.13,0.60,-5.12,-0.03,0.25,-1.07,2200.59,2200.58,2200.72,2200.72,0,0,0,0,3.92
2740,78.05,25.37,-6.63,0.10,-7.36,0.45,0.34,-0.84,2200.59,2200.59,2200.72,2200.72,0,0,0,0,3.94
2840,78.05,25.37,-6.43,-0.46,-6.77,0.06,-0.81,-0.77,2200.59,2200.59,2200.72,2200.72,0,0,0,0,3.93
2940,78.05,25.37,-6.61,-0.12,-7.31,-0.15,0.48,1.00,2200.59,2200.59,2200.72,2200.72,0,0,0,0,3.94
3040,78.05,25.36,-5.07,-1.48,-6.61,0.44,-0.17,0.41,2200.60,2200.59,2200.72,2200.72,0,0,0,0,3.93
3140,78.05,25.36,-5.58,2.85,-6.67,-0.58,-0.27,0.18,2200.60,2200.59,2200.72,2200.72,0,0,0,0,3.93
3240,78.05,25.36,-5.42,1.57,-6.25,-0.45,-0.60,-0.04,2200.60,2200.59,2200.72,2200.72,0,0,0,0,3.93
3340,78.05,25.36,-6.55,0.78,-5.63,0.04,-0.17,-0.13,2200.60,2200.60,2200.72,2200.72,0,0,0,0,3.95
3440,78.05,25.36,-6.44,4.79,-7.73,-1.02,-0.38,0.20,2200.60,2200.60,2200.72,2200.72,0,0,0,0,3.93
3540,78.05,25.34,-9.71,6.19,-7.69,0.37,-0.43,-0.00,2200.64,2200.60,2200.72,2200.72,0,0,0,0,3.92
3640,78.05,25.34,-7.22,2.87,-6.64,0.49,0.59,-0.09,2200.64,2200.61,2200.72,2200.72,0,0,0,0,3.94
3740,78.05,25.34,-4.71,-0.62,-4.46,0.23,0.07,-0.38,2200.64,2200.62,2200.72,2200.72,0,0,0,0,3.91
3840,78.05,25.34,-6.67,0.25,-5.23,0.04,-0.47,-0.98,2200.64,2200.62,2200.72,2200.72,0,0,0,0,3.93
3940,78.05,25.34,-7.09,-0.51,-6.34,0.05,-0.17,-0.02,2200.64,2200.63,2200.72,2200.72,0,0,0,0,3.93
4040,78.05,25.33,-8.85,1.29,-7.43,0.04,0.45,0.45,2200.68,2200.63,2200.72,2200.72,0,0,0,0,3.92
4140,78.05,25.33,-7.28,2.76,-8.49,-0.04,-0.31,-0.12,2200.68,2200.64,2200.72,2200.72,0,0,0,0,3.95
4240,78.05,25.33,-6.83,0.31,-6.53,-0.18,-0.36,-0.02,2200.68,2200.65,2200.72,2200.72,0,0,0,0,3.91
4340,78.05,25.33,-5.62,1.11,-5.43,0.41,0.20,0.39,2200.68,2200.66,2200.72,2200.72,0,0,0,0,3.93
4440,78.05,25.33,-7.39,0.87,-5.61,-0.17,-0.55,0.36,2200.68,2200.66,2200.72,2200.72,0,0,0,0,3.93
4540,78.05,25.32,-6.37,1.08,-5.49,-0.54,-0.47,0.30,2200.72,2200.67,2200.72,2200.72,0,0,0,0,3.93
4640,78.05,25.32,-8.68,3.30,-5.61,-0.26,-0.14,-0.04,2200.72,2200.68,2200.72,2200.72,0,0,0,0,3.92
4740,78.05,25.32,-9.47,6.69,-6.33,-0.11,-0.22,-0.13,2200.72,2200.69,2200.72,2200.72,0,0,0,0,3.92
4840,78.05,25.32,-6.80,5.51,-5.02,-1.15,0.02,-0.36,2200.72,2200.70,2200.72,2200.72,0,0,0,0,3.91
4940,78.05,25.32,-4.83,1.68,-3.03,-1.86,-1.35,0.11,2200.72,2200.70,2200.72,2200.72,0,0,0,0,3.92
5040,78.05,25.30,-6.02,1.35,-2.86,-0.07,-0.39,-0.25,2200.71,2200.71,2200.72,2200.72,0,0,0,0,3.94
5140,78.05,25.30,-7.99,2.88,-4.05,0.21,0.34,0.10,2200.71,2200.71,2200.72,2200.72,0,0,0,0,3.92
5240,78.05,25.30,-11.01,5.32,-3.94,0.23,-0.45,-0.23,2200.71,2200.72,2200.72,2200.72,0,0,0,0,3.93
5340,78.05,25.30,-12.39,9.94,-5.38,-0.85,-0.08,0.48,2200.71,2200.72,2200.72,2200.72,0,0,0,0,3.93
5440,78.05,25.30,-7.07,7.29,-3.62,0.54,-0.54,-0.32,2200.71,2200.72,2200.72,2200.72,0,0,0,0,3.94
5540,78.05,25.29,-5.89,4.96,-4.59,0.72,-0.16,0.79,2200.74,2200.72,2200.72,2200.72,0,0,0,0,3.93
5640,78.05,25.29,-7.47,3.02,-1.84,0.80,-0.53,-0.34,2200.74,2200.72,2200.72,2200.72,0,0,0,0,3.92
5740,78.05,25.29,-8.73,3.59,-2.91,0.18,-0.72,-0.72,2200.74,2200.72,2200.72,2200.72,0,0,0,0,3.92
5840,78.05,25.29,-9.64,4.03,-2.48,-0.78,-0.94,-0.55,2200.74,2200.72,2200.72,2200.72,0,0,0,0,3.92
5940,78.05,25.29,-10.27,6.43,-1.43,-1.67,-1.52,0.44,2200.74,2200.73,2200.72,2200.73,0,0,0,0,3.92
6040,78.05,25.28,-8.38,4.03,0.03,-0.53,-0.66,-0.07,2200.75,2200.73,2200.72,2200.73,0,0,0,0,3.92
6140,78.05,25.28,-5.15,2.06,-0.24,-0.78,-0.78,-0.55,2200.75,2200.74,2200.72,2200.74,0,0,0,0,3.92
6240,78.05,25.28,-5.18,2.85,-1.52,-1.10,-0.57,0.05,2200.75,2200.74,2200.72,2200.74,0,0,0,0,3.93
6340,78.05,25.28,-9.54,3.87,0.17,-0.40,-0.48,0.39,2200.75,2200.74,2200.72,2200.74,0,0,0,0,3.92
6440,78.05,25.26,-11.14,3.67,-0.46,-0.11,-0.04,-0.14,2200.81,2200.75,2200.72,2200.75,0,0,0,0,3.93
6540,78.05,25.26,-10.92,5.23,-0.02,0.73,-0.72,0.00,2200.81,2200.76,2200.72,2200.76,0,0,0,0,3.92
6640,78.05,25.26,-8.38,2.50,-0.40,0.65,-0.85,0.06,2200.81,2200.77,2200.72,2200.77,0,0,0,0,3.91
6740,78.05,25.26,-7.23,1.79,-0.77,1.27,0.06,-0.60,2200.81,2200.78,2200.72,2200.78,0,0,0,0,3.91
6840,78.05,25.26,-9.13,2.80,1.05,0.90,1.46,0.20,2200.81,2200.79,2200.72,2200.79,0,0,0,0,3.92
6940,78.05,25.25,-9.35,2.40,-1.34,0.17,0.35,-1.07,2200.84,2200.80,2200.72,2200.80,0,0,0,0,3.92
7040,78.05,25.25,-15.35,1.49,-1.48,-0.03,0.01,-0.77,2200.84,2200.81,2200.72,2200.81,0,0,0,0,3.92
7140,78.05,25.25,-15.12,2.27,-1.45,-0.41,-0.93,-0.21,2200.84,2200.82,2200.72,2200.82,0,0,0,0,3.93
7240,78.05,25.25,-6.18,2.31,1.30,-0.86,-0.47,-0.04,2200.84,2200.82,2200.72,2200.82,0,0,0,0,3.93
7340,78.05,25.25,-8.53,2.48,1.49,-0.50,0.61,-0.08,2200.84,2200.83,2200.72,2200.83,0,0,0,0,3.91
7440,78.05,25.23,-4.76,1.57,0.73,-0.84,-0.06,0.04,2200.89,2200.84,2200.72,2200.84,0,0,0,0,3.92
7540,78.05,25.23,-8.78,0.71,0.48,-0.61,-0.71,0.38,2200.89,2200.85,2200.72,2200.85,0,0,0,0,3.93
7640,78.05,25.23,-8.87,0.20,-1.12,-0.22,0.03,1.13,2200.89,2200.86,2200.72,2200.86,0,0,0,0,3.91
7740,78.05,25.23,-9.24,2.63,0.85,-0.38,0.32,0.23,2200.89,2200.87,2200.72,2200.87,0,0,0,0,3.92
7840,78.05,25.23,-11.36,3.55,0.25,0.34,-0.03,0.30,2200.89,2200.87,2200.72,2200.87,0,0,0,0,3.91
7940,78.05,25.22,-8.85,3.03,1.02,0.16,-0.50,-0.14,2200.95,2200.89,2200.72,2200.89,0,0,0,0,3.92
8040,78.05,25.22,-7.27,2.88,0.51,-0.28,-0.18,-0.85,2200.95,2200.90,2200.72,2200.90,0,0,0,0,3.94
8140,78.05,25.22,-6.46,1.19,0.27,-0.20,1.03,-0.43,2200.95,2200.92,2200.72,2200.92,0,0,0,0,3.93
8240,78.05,25.22,-12.57,1.33,0.56,-0.39,-0.48,0.05,2200.95,2200.92,2200.72,2200.92,0,0,0,0,3.92
8340,78.05,25.22,-9.45,-0.20,-0.61,0.38,-1.03,0.73,2200.95,2200.93,2200.72,2200.93,0,0,0,0,3.91
8440,78.05,25.21,-9.81,0.33,0.41,0.24,-1.48,0.36,2201.01,2200.94,2200.72,2200.94,0,0,0,0,3.92
8540,78.05,25.21,-8.28,1.34,3.66,0.24,-2.29,-0.16,2201.01,2200.96,2200.72,2200.96,0,0,0,0,3.91
8640,78.05,25.21,-6.61,2.50,5.62,0.66,-0.85,-0.07,2201.01,2200.97,2200.72,2200.97,0,0,0,0,3.92
8740,78.05,25.21,-9.05,4.81,6.11,-0.25,-0.35,0.30,2201.01,2200.98,2200.72,2200.98,0,0,0,0,3.93
8840,78.05,25.21,-7.55,2.47,5.83,-0.79,0.21,-0.55,2201.01,2200.99,2200.72,2200.99,0,0,0,0,3.91
8940,78.05,25.19,-5.17,4.00,4.37,-0.26,-0.15,0.01,2201.07,2201.00,2200.72,2201.00,0,0,0,0,3.92
9040,78.05,25.19,-6.31,0.99,3.42,0.33,0.80,-0.19,2201.07,2201.02,2200.72,2201.02,0,0,0,0,3.91
9140,78.05,25.19,-6.68,3.58,5.20,0.57,-0.70,0.31,2201.07,2201.03,2200.72,2201.03,0,0,0,0,3.93
9240,78.05,25.19,-7.76,4.81,6.47,-0.35,1.42,-0.72,2201.07,2201.04,2200.72,2201.04,0,0,0,0,3.93
9340,78.05,25.19,-7.36,4.37,3.96,-0.20,0.09,-0.36,2201.07,2201.05,2200.72,2201.05,0,0,0,0,3.93
9440,78.04,25.18,-8.86,1.92,2.19,-1.03,0.66,-0.31,2201.10,2201.06,2200.72,2201.06,0,0,0,0,3.93
9540,78.04,25.18,-6.33,2.26,1.40,-0.53,0.32,-0.66,2201.10,2201.07,2200.72,2201.07,0,0,0,0,3.94
9640,78.04,25.18,-8.77,1.18,0.55,-0.49,0.43,0.41,2201.10,2201.08,2200.72,2201.08,0,0,0,0,3.91
9740,78.04,25.18,-8.34,1.96,1.62,-0.44,-1.15,0.73,2201.10,2201.09,2200.72,2201.09,0,0,0,0,3.93
9840,78.05,25.18,-9.63,2.55,1.49,-0.11,1.43,-0.25,2201.03,2201.08,2200.72,2201.09,0,0,0,0,3.92
9940,78.04,25.17,-9.44,2.12,2.94,-0.37,0.26,-0.69,2201.15,2201.09,2200.72,2201.09,0,0,0,0,3.92
10040,78.04,25.17,-9.75,1.90,3.33,-0.32,-1.33,0.08,2201.15,2201.10,2200.72,2201.10,0,0,0,0,3.93
10140,78.04,25.17,-9.05,1.71,3.11,-0.48,0.59,-0.08,2201.15,2201.11,2200.72,2201.11,0,0,0,0,3.92
10240,78.04,25.17,-9.28,2.47,3.79,-0.44,-0.64,-0.21,2201.15,2201.12,2200.72,2201.12,0,0,0,0,3.93
10340,78.04,25.16,-8.07,2.17,3.69,-0.75,0.54,-0.04,2201.18,2201.13,2200.72,2201.13,0,0,0,0,3.94
10440,78.04,25.16,-7.81,-0.53,4.78,-0.31,-1.45,-0.72,2201.18,2201.14,2200.72,2201.14,0,0,0,0,3.91
10540,78.04,25.16,-10.42,1.86,4.04,0.46,1.14,-0.31,2201.18,2201.15,2200.72,2201.15,0,0,0,0,3.94
10640,78.04,25.16,-8.75,0.30,1.16,-0.52,0.01,-0.30,2201.18,2201.17,2200.72,2201.17,0,0,0,0,3.92
10740,78.04,25.16,-9.12,0.63,0.83,-0.57,1.43,-0.68,2201.18,2201.17,2200.72,2201.17,0,0,0,0,3.91
10840,78.04,25.15,-7.43,-1.15,-2.13,-0.56,3.57,-0.98,2201.21,2201.18,2200.72,2201.18,0,0,0,0,3.94
10940,78.04,25.15,-10.30,-1.91,-5.91,-1.19,0.58,-0.97,2201.21,2201.18,2200.72,2201.18,0,0,0,0,3.91
11040,78.04,25.15,-5.62,-2.11,-8.43,-0.84,1.68,-0.23,2201.21,2201.19,2200.72,2201.19,0,0,0,0,3.92
11140,78.04,25.15,-4.94,-2.43,-3.66,-0.65,-0.18,0.90,2201.21,2201.20,2200.72,2201.20,0,0,0,0,3.93
11240,78.04,25.15,-5.90,-2.38,-8.00,-0.07,0.80,0.05,2201.21,2201.20,2200.72,2201.20,0,0,0,0,3.93
11340,78.04,25.14,-4.53,-2.09,-9.01,0.28,0.15,-0.30,2201.27,2201.21,2200.72,2201.21,0,0,0,0,3.94
11440,78.04,25.14,-5.33,-1.86,-7.79,0.24,-0.50,-0.23,2201.27,2201.22,2200.72,2201.22,0,0,0,0,3.92
11540,78.04,25.14,-4.49,-1.72,-6.74,0.21,-0.86,0.70,2201.27,2201.24,2200.72,2201.24,0,0,0,0,3.92
11640,78.04,25.14,-6.06,-1.67,-5.94,-0.13,1.17,0.19,2201.27,2201.24,2200.72,2201.24,0,0,0,0,3.94
11740,78.04,25.14,-6.01,-2.61,-7.32,-0.03,-1.07,0.66,2201.27,2201.25,2200.72,2201.25,0,0,0,0,3.91
11840,78.04,25.13,-8.01,-3.79,-7.90,-0.05,-0.17,0.28,2201.30,2201.26,2200.72,2201.26,0,0,0,0,3.92
11940,78.04,25.13,-7.86,-1.92,-6.83,-0.35,0.05,-0.08,2201.30,2201.27,2200.72,2201.27,0,0,0,0,3.92
12040,78.04,25.13,-5.84,-2.74,-3.36,0.33,0.39,0.28,2201.30,2201.29,2200.72,2201.29,0,0,0,0,3.92
12140,78.04,25.13,-7.96,-2.35,-7.07,-0.26,0.34,0.22,2201.30,2201.29,2200.72,2201.29,0,0,0,0,3.92
12240,78.04,25.13,-8.53,-2.44,-8.21,-0.00,0.24,-0.20,2201.30,2201.29,2200.72,2201.29,0,0,0,0,3.93
12340,78.04,25.13,-8.58,-2.39,-8.02,0.50,0.11,0.03,2201.32,2201.30,2200.72,2201.30,0,0,0,0,3.93
12440,78.04,25.13,-9.50,-2.26,-9.66,1.10,-0.63,-0.57,2201.32,2201.31,2200.72,2201.31,0,0,0,0,3.92
12540,78.04,25.13,-8.10,-2.66,-10.50,1.72,0.71,-0.39,2201.32,2201.31,2200.72,2201.31,0,0,0,0,3.94
12640,78.04,25.13,-5.20,-0.41,-5.57,0.43,1.24,-0.62,2201.32,2201.31,2200.72,2201.31,0,0,0,0,3.92
12740,78.04,25.13,-5.97,-1.73,-2.16,-1.17,1.14,-0.86,2201.32,2201.32,2200.72,2201.32,0,0,0,0,3.93
12840,78.04,25.11,-1.84,1.14,-8.46,0.84,0.50,1.17,2201.36,2201.32,2200.72,2201.32,0,0,0,0,3.92
12940,78.04,25.11,-6.85,-3.75,-6.16,-1.32,-1.21,-0.03,2201.36,2201.33,2200.72,2201.33,0,0,0,0,3.93
13040,78.04,25.11,-7.22,-1.99,-7.94,-1.78,-0.77,-0.79,2201.36,2201.34,2200.72,2201.34,0,0,0,0,3.93
13140,78.04,25.11,-5.56,-1.79,-7.59,-0.67,-0.91,-0.77,2201.36,2201.34,2200.72,2201.34,0,0,0,0,3.95
13240,78.04,25.11,-4.99,-2.47,-5.68,-0.96,0.02,-0.65,2201.36,2201.35,2200.72,2201.35,0,0,0,0,3.94
13340,78.04,25.10,-4.86,-3.03,-6.59,0.07,-0.01,-0.73,2201.40,2201.36,2200.72,2201.36,0,0,0,0,3.93
13440,78.04,25.10,-6.09,-2.78,-6.58,-1.13,0.10,-0.34,2201.40,2201.37,2200.72,2201.37,0,0,0,0,3.93
13540,78.04,25.10,-4.59,-0.89,-8.54,-0.35,-0.89,0.32,2201.40,2201.38,2200.72,2201.38,0,0,0,0,3.92
13640,78.04,25.10,-2.62,0.21,-5.46,-1.55,0.82,1.42,2201.40,2201.38,2200.72,2201.38,0,0,0,0,3.92
13740,78.04,25.08,-7.48,0.78,-12.03,1.87,-0.97,-0.28,2201.45,2201.39,2200.72,2201.39,0,0,0,0,3.94
13840,78.04,25.08,-8.97,0.96,-9.74,0.23,-0.24,-0.23,2201.45,2201.40,2200.72,2201.40,0,0,0,0,3.92
13940,78.04,25.08,-12.38,-0.38,-8.31,1.13,-1.14,-0.89,2201.45,2201.41,2200.72,2201.41,0,0,0,0,3.91
14040,78.04,25.08,-7.10,-0.30,-4.60,-0.50,0.07,-1.25,2201.45,2201.43,2200.72,2201.43,0,0,0,0,3.93
14140,78.04,25.08,-5.92,0.21,-5.52,-0.11,-0.10,-0.62,2201.45,2201.43,2200.72,2201.43,0,0,0,0,3.92
14240,78.04,25.06,-5.55,-3.11,-3.37,-0.77,0.12,-0.66,2201.48,2201.44,2200.72,2201.44,0,0,0,0,3.92
14340,78.04,25.06,-4.59,-3.03,-5.62,0.32,0.15,-0.42,2201.48,2201.45,2200.72,2201.45,0,0,0,0,3.93
14440,78.04,25.06,-6.04,0.56,-13.62,-0.06,0.41,0.89,2201.48,2201.46,2200.72,2201.46,0,0,0,0,3.92
14540,78.04,25.06,-6.61,-6.25,-7.62,1.35,0.22,1.05,2201.48,2201.47,2200.72,2201.47,0,0,0,0,3.93
14640,78.04,25.06,-2.20,-0.86,-7.16,-0.86,0.64,0.14,2201.48,2201.47,2200.72,2201.47,0,0,0,0,3.92
14740,78.04,25.04,-3.62,-1.42,-6.51,0.63,0.34,0.22,2201.52,2201.48,2200.72,2201.48,0,0,0,0,3.92
14840,78.04,25.04,-3.82,-1.24,-7.76,0.47,0.92,0.70,2201.52,2201.49,2200.72,2201.49,0,0,0,0,3.93
14940,78.04,25.04,-8.67,-2.55,-8.14,0.66,0.19,0.11,2201.52,2201.50,2200.72,2201.50,0,0,0,0,3.93
15040,78.04,25.04,-7.87,-2.42,-7.86,-0.97,-0.22,-0.20,2201.52,2201.50,2200.72,2201.50,0,0,0,0,3.92
15140,78.04,25.04,-7.26,-0.97,-7.41,-0.53,-0.17,-0.54,2201.52,2201.51,2200.72,2201.51,0,0,0,0,3.91
15240,78.04,25.02,-4.32,-1.36,-4.98,-0.50,-0.15,-0.90,2201.57,2201.52,2200.72,2201.52,0,0,0,0,3.92
15340,78.04,25.02,-3.72,-4.19,-5.90,0.15,-1.22,-3.91,2201.57,2201.53,2200.72,2201.53,0,0,0,0,3.91
15440,78.04,25.02,-7.38,-3.06,-10.75,-1.28,-1.03,-0.40,2201.57,2201.54,2200.72,2201.54,0,0,0,0,3.92
15540,78.04,25.02,-4.62,-6.62,-8.66,1.09,0.43,0.83,2201.57,2201.55,2200.72,2201.55,0,0,0,0,3.91
15640,78.04,25.02,-5.40,-3.41,-7.03,-0.20,0.20,0.25,2201.57,2201.55,2200.72,2201.55,0,0,0,0,3.93
15740,78.04,25.00,-3.66,-2.72,-5.91,1.41,0.59,0.39,2201.59,2201.56,2200.72,2201.56,0,0,0,0,3.93
15840,78.04,25.00,-4.61,-4.22,-6.91,-0.02,0.99,0.68,2201.59,2201.57,2200.72,2201.57,0,0,0,0,3.93
15940,78.04,25.00,-5.84,-5.23,-5.61,1.66,0.32,0.17,2201.59,2201.58,2200.72,2201.58,0,0,0,0,3.94
16040,78.04,25.00,-7.46,-5.85,-7.61,0.34,-0.26,0.09,2201.59,2201.58,2200.72,2201.58,0,0,0,0,3.93
16140,78.04,25.00,-9.61,-4.90,-5.94,0.35,-0.87,-0.30,2201.59,2201.59,2200.72,2201.59,0,0,0,0,3.92
16240,78.04,24.98,-6.94,-3.22,-3.23,-1.65,-0.13,-0.19,2201.66,2201.60,2200.72,2201.60,0,0,0,0,3.93
16340,78.04,24.98,-4.81,-2.77,-3.76,-2.31,0.42,0.35,2201.66,2201.61,2200.72,2201.61,0,0,0,0,3.92
16440,78.04,24.98,-1.34,-4.23,-8.44,0.16,-0.26,-0.05,2201.66,2201.62,2200.72,2201.62,0,0,0,0,3.91
16540,78.04,24.98,-5.33,-6.73,-8.84,1.22,-1.15,-1.56,2201.66,2201.63,2200.72,2201.63,0,0,0,0,3.91
16640,78.04,24.98,-8.88,-7.19,-6.92,0.34,0.96,0.73,2201.66,2201.64,2200.72,2201.64,0,0,0,0,3.93
16740,78.04,24.95,-5.51,-4.46,-6.61,-0.99,1.56,0.12,2201.75,2201.66,2200.72,2201.66,0,0,0,0,3.93
16840,78.04,24.95,-2.97,-1.86,-7.13,0.16,1.29,-0.28,2201.75,2201.68,2200.72,2201.68,0,0,0,0,3.92
16940,78.04,24.95,-4.13,-3.63,-8.91,-1.29,2.01,-0.09,2201.75,2201.70,2200.72,2201.70,0,0,0,0,3.94
17040,78.04,24.95,-1.07,-1.65,-9.19,-0.31,1.19,-0.25,2201.75,2201.71,2200.72,2201.71,0,0,0,0,3.91
17140,78.04,24.95,-0.55,-1.68,-9.24,-0.37,0.02,0.15,2201.75,2201.72,2200.72,2201.72,0,0,0,0,3.93
17240,78.04,24.93,-3.23,-0.54,-10.32,-0.46,-0.62,-0.53,2201.80,2201.74,2200.72,2201.74,0,0,0,0,3.94
17340,78.04,24.93,-3.88,-1.09,-8.39,-0.55,-0.66,-0.86,2201.80,2201.75,2200.72,2201.75,0,0,0,0,3.92
17440,78.04,24.93,-1.15,-0.80,-6.15,-0.24,-0.05,-0.27,2201.80,2201.77,2200.72,2201.77,0,0,0,0,3.94
17540,78.04,24.93,-0.22,-2.73,-8.10,0.17,-0.11,-0.17,2201.80,2201.78,2200.72,2201.78,0,0,0,0,3.91
17640,78.04,24.91,-0.27,-2.20,-11.61,0.29,-0.64,-0.15,2201.90,2201.80,2200.72,2201.80,0,0,0,0,3.91
17740,78.04,24.91,-1.56,-2.17,-11.94,-1.02,-0.59,0.82,2201.90,2201.82,2200.72,2201.82,0,0,0,0,3.93
17840,78.04,24.91,-2.82,-0.12,-10.99,0.93,-0.31,1.15,2201.90,2201.83,2200.72,2201.83,0,0,0,0,3.93
17940,78.04,24.91,-2.54,-3.82,-6.69,2.00,0.63,0.77,2201.90,2201.85,2200.72,2201.85,0,0,0,0,3.93
18040,78.04,24.91,-1.66,-4.08,-8.28,0.30,0.84,0.87,2201.90,2201.87,2200.72,2201.87,0,0,0,0,3.93
18140,78.04,24.88,-4.80,-3.80,-9.46,0.28,0.19,0.54,2201.99,2201.89,2200.72,2201.89,0,0,0,0,3.91
18240,78.04,24.88,-4.08,-4.54,-8.46,0.55,0.15,0.94,2201.99,2201.91,2200.72,2201.91,0,0,0,0,3.93
18340,78.04,24.88,-5.35,-4.16,-7.03,-0.12,-1.18,-1.38,2201.99,2201.93,2200.72,2201.93,0,0,0,0,3.92
18440,78.04,24.88,-4.98,0.56,-7.72,-0.45,-0.19,-1.04,2201.99,2201.95,2200.72,2201.95,0,0,0,0,3.92
18540,78.04,24.88,-1.80,-3.46,-5.31,-0.36,0.27,-0.27,2201.99,2201.96,2200.72,2201.96,0,0,0,0,3.93
18640,78.04,24.86,-1.47,-6.01,-8.13,-1.48,-0.68,-0.57,2202.06,2201.97,2200.72,2201.97,0,0,0,0,3.93
18740,78.04,24.86,-4.70,-2.97,-10.60,-0.44,-1.31,-0.29,2202.06,2201.99,2200.72,2201.99,0,0,0,0,3.93
18840,78.04,24.86,-4.30,-1.24,-12.34,-1.21,-0.96,0.34,2202.06,2202.01,2200.72,2202.01,0,0,0,0,3.92
18940,78.04,24.86,-4.40,-2.83,-10.39,0.78,-0.40,0.80,2202.06,2202.02,2200.72,2202.02,0,0,0,0,3.93
19040,78.04,24.86,-4.25,-1.96,-9.69,0.84,-0.03,0.54,2202.06,2202.03,2200.72,2202.03,0,0,0,0,3.93
19140,78.04,24.83,-4.76,-3.05,-8.95,0.79,0.59,0.57,2202.14,2202.05,2200.72,2202.05,0,0,0,0,3.93
19240,78.04,24.83,-8.16,-1.61,-8.88,0.67,-0.04,-0.05,2202.14,2202.07,2200.72,2202.07,0,0,0,0,3.94
19340,78.04,24.83,-6.68,-0.92,-8.09,-0.95,-0.33,-0.34,2202.14,2202.09,2200.72,2202.09,0,0,0,0,3.92
19440,78.04,24.83,-6.52,-0.93,-9.26,-0.17,-0.47,-0.40,2202.14,2202.10,2200.72,2202.10,0,0,0,0,3.95
19540,78.04,24.83,-4.67,-2.01,-5.77,-0.21,0.27,-0.04,2202.14,2202.11,2200.72,2202.11,0,0,0,0,3.92
19640,78.03,24.81,-3.09,-2.04,-5.17,-0.49,0.48,-0.00,2202.26,2202.14,2200.72,2202.14,0,0,0,0,3.92
19740,78.03,24.81,-5.05,-3.01,-3.87,-0.53,1.43,-0.12,2202.26,2202.16,2200.72,2202.16,0,0,0,0,3.92
19840,78.03,24.81,-0.63,-3.65,-9.80,-0.71,-0.18,-0.07,2202.26,2202.19,2200.72,2202.19,0,0,0,0,3.91
19940,78.03,24.81,-5.64,-1.54,-13.71,1.92,-1.62,-0.19,2202.26,2202.21,2200.72,2202.21,0,0,0,0,3.91
