t [s], Presion [kPa], Temperatura[C],Aceleracion en X,Aceleración en Y,Aceleración en Z,Giro en X,Giro en Y,Giro en Z,Altitud,Altitud filtrada,Altitud inicial,Altitud mas alta,Confirmacion del main,Confirmacion del droge,Confirmacion de despegue,Segunda confirmacion del droge,Voltaje
72040,77.94,23.53,-4.90,-1.03,-10.82,-1.72,-1.11,-1.20,2212.54,2212.47,2200.72,2212.47,0,0,0,0,3.93
72140,77.94,23.53,-3.73,-1.01,-9.40,-0.24,-0.48,-0.49,2212.54,2212.48,2200.72,2212.48,0,0,0,0,3.94
72240,77.95,23.52,-4.77,-1.24,-9.53,0.35,0.07,0.29,2211.03,2212.31,2200.72,2212.48,0,0,0,0,3.94
72340,77.95,23.52,-8.02,-0.76,-12.09,1.24,0.35,0.24,2211.03,2212.14,2200.72,2212.48,0,0,0,0,3.94
72440,77.95,23.52,-4.53,-0.81,-8.70,1.49,1.09,0.90,2211.03,2211.97,2200.72,2212.48,0,0,0,0,3.92
72540,77.95,23.52,-3.93,-1.22,-6.92,1.08,1.46,1.41,2211.03,2211.79,2200.72,2212.48,0,0,0,0,3.91
72640,77.95,23.52,-7.08,-1.33,-6.85,2.33,0.65,0.37,2211.03,2211.60,2200.72,2212.48,0,0,0,0,3.91
72740,77.95,23.52,-5.84,-2.01,-5.02,0.91,1.00,0.74,2211.27,2211.44,2200.72,2212.48,0,0,0,0,3.93
72840,77.95,23.52,-6.70,-3.07,-4.11,-0.79,0.05,0.26,2211.27,2211.28,2200.72,2212.48,0,0,0,0,3.93
72940,77.95,23.52,-7.81,-1.10,-9.07,-1.31,-0.79,-0.20,2211.27,2211.12,2200.72,2212.48,0,0,0,0,3.92
73040,77.95,23.52,-6.50,-3.39,-4.95,-1.07,-0.20,-0.33,2211.27,2211.15,2200.72,2212.48,0,0,0,0,3.91
73140,77.95,23.52,-4.53,-3.62,-4.40,-0.98,-0.02,-0.70,2211.27,2211.18,2200.72,2212.48,0,0,0,0,3.93
73240,77.95,23.52,-4.86,-2.75,-7.45,-1.01,-0.79,-1.27,2211.44,2211.23,2200.72,2212.48,0,0,0,0,3.92
73340,77.95,23.52,-3.67,-1.32,-10.87,-0.10,-0.20,-0.25,2211.44,2211.28,2200.72,2212.48,0,0,0,0,3.94
73440,77.95,23.52,-3.57,-2.43,-11.30,0.22,-0.31,0.60,2211.44,2211.33,2200.72,2212.48,0,0,0,0,3.93
73540,77.95,23.52,-4.41,-1.82,-8.50,1.05,0.69,0.62,2211.44,2211.35,2200.72,2212.48,0,0,0,0,3.93
73640,77.95,23.52,-4.47,-1.87,-8.01,1.47,0.22,0.20,2211.44,2211.38,2200.72,2212.48,0,0,0,0,3.91
73740,77.95,23.53,-3.91,-0.79,-7.00,0.74,0.91,0.43,2211.59,2211.41,2200.72,2212.48,0,0,0,0,3.92
73840,77.95,23.53,-4.73,-2.33,-6.11,1.05,0.74,0.62,2211.59,2211.45,2200.72,2212.48,0,0,0,0,3.91
73940,77.95,23.53,-6.45,-3.76,-5.68,0.82,0.38,0.49,2211.59,2211.49,2200.72,2212.48,0,0,0,0,3.94
74040,77.95,23.53,-7.75,-3.19,-7.65,-1.43,-0.51,0.20,2211.59,2211.51,2200.72,2212.48,0,0,0,0,3.95
74140,77.95,23.53,-7.45,-2.40,-6.77,-0.16,0.10,0.05,2211.59,2211.53,2200.72,2212.48,0,0,0,0,3.92
74240,77.95,23.53,-4.75,-1.32,-5.94,-1.43,-0.01,-0.58,2211.80,2211.58,2200.72,2212.48,0,0,0,0,3.92
74340,77.95,23.53,-6.88,-2.92,-10.34,0.50,-1.39,-1.42,2211.80,2211.62,2200.72,2212.48,0,0,0,0,3.93
74440,77.95,23.53,-5.56,-4.80,-9.60,-0.52,-0.13,-0.63,2211.80,2211.67,2200.72,2212.48,0,0,0,0,3.93
74540,77.95,23.53,-5.52,-4.46,-9.33,-0.25,-0.27,-0.42,2211.80,2211.69,2200.72,2212.48,0,0,0,0,3.92
74640,77.94,23.53,-8.94,0.91,-14.30,-0.62,-0.64,0.21,2211.99,2211.74,2200.72,2212.48,0,0,0,0,3.93
74740,77.94,23.53,-4.58,-1.47,-9.39,0.98,0.38,1.29,2211.99,2211.79,2200.72,2212.48,0,0,0,0,3.94
74840,77.94,23.53,-3.46,-3.90,-5.15,0.53,0.63,0.80,2211.99,2211.84,2200.72,2212.48,0,0,0,0,3.93
74940,77.94,23.53,-3.20,-2.46,-6.45,0.70,0.59,0.63,2211.99,2211.89,2200.72,2212.48,0,0,0,0,3.92
75040,77.94,23.53,-5.46,-2.50,-7.14,0.79,0.38,0.40,2211.99,2211.92,2200.72,2212.48,0,0,0,0,3.94
75140,77.94,23.53,-8.60,-3.65,-8.36,1.16,-0.41,-1.21,2212.21,2211.97,2200.72,2212.48,0,0,0,0,3.93
75240,77.94,23.53,-8.18,-2.16,-8.96,-1.11,-0.03,-0.45,2212.21,2212.02,2200.72,2212.48,0,0,0,0,3.94
75340,77.94,23.53,-5.00,-3.68,-3.78,-0.98,-0.47,-0.25,2212.21,2212.07,2200.72,2212.48,0,0,0,0,3.94
75440,77.94,23.53,-4.37,-2.45,-5.58,-1.55,-0.44,-0.18,2212.21,2212.10,2200.72,2212.48,0,0,0,0,3.92
75540,77.94,23.53,-4.38,-2.47,-9.32,-1.32,0.06,-0.21,2212.21,2212.12,2200.72,2212.48,0,0,0,0,3.91
75640,77.94,23.53,-3.44,-4.75,-9.36,1.27,0.09,-0.04,2212.38,2212.17,2200.72,2212.48,0,0,0,0,3.92
75740,77.94,23.53,-4.47,-4.31,-10.33,0.47,0.36,0.71,2212.38,2212.22,2200.72,2212.48,0,0,0,0,3.93
75840,77.94,23.53,-7.15,-3.50,-10.00,0.43,0.42,-0.02,2212.38,2212.27,2200.72,2212.48,0,0,0,0,3.93
75940,77.94,23.53,-4.96,-2.91,-9.41,1.01,-0.13,0.14,2212.38,2212.29,2200.72,2212.48,0,0,0,0,3.93
76040,77.94,23.53,-4.36,-0.64,-10.30,0.56,1.77,0.21,2212.38,2212.31,2200.72,2212.48,0,0,0,0,3.94
76140,77.94,23.53,-2.00,0.21,-11.52,-1.32,2.42,1.27,2212.56,2212.36,2200.72,2212.48,0,0,0,0,3.93
76240,77.94,23.53,-3.84,-4.02,-9.48,0.26,1.56,0.35,2212.56,2212.40,2200.72,2212.48,0,0,0,0,3.92
76340,77.94,23.53,-1.76,-4.12,-8.49,-0.54,1.18,0.33,2212.56,2212.45,2200.72,2212.48,0,0,0,0,3.94
76440,77.94,23.53,-1.86,-1.95,-9.32,0.86,0.61,-0.28,2212.56,2212.47,2200.72,2212.48,0,0,0,0,3.94
76540,77.94,23.53,-1.48,-2.50,-5.77,-0.89,0.11,-0.93,2212.56,2212.49,2200.72,2212.49,0,0,0,0,3.92
76640,77.94,23.53,0.09,-1.42,-7.58,-0.22,-0.08,-1.09,2212.74,2212.54,2200.72,2212.54,0,0,0,0,3.91
76740,77.94,23.53,3.45,-4.12,-6.00,-1.06,-0.71,-0.61,2212.74,2212.58,2200.72,2212.58,0,0,0,0,3.93
76840,77.94,23.53,0.52,-2.03,-10.35,-0.23,-1.39,-0.09,2212.74,2212.63,2200.72,2212.63,0,0,0,0,3.93
76940,77.94,23.53,-1.42,-0.89,-12.79,-0.82,-0.89,0.21,2212.74,2212.65,2200.72,2212.65,0,0,0,0,3.91
77040,77.94,23.53,-0.78,-0.95,-10.99,-0.59,-0.42,0.56,2212.74,2212.67,2200.72,2212.67,0,0,0,0,3.92
77140,77.94,23.53,-2.05,-1.97,-10.11,-0.10,-0.54,0.38,2212.91,2212.72,2200.72,2212.72,0,0,0,0,3.92
77240,77.94,23.53,-0.69,-1.66,-9.56,0.34,0.31,0.54,2212.91,2212.76,2200.72,2212.76,0,0,0,0,3.91
77340,77.94,23.53,-1.41,-2.02,-8.40,0.69,0.11,0.40,2212.91,2212.80,2200.72,2212.80,0,0,0,0,3.91
77440,77.94,23.53,-3.93,-2.20,-9.08,0.23,-0.05,0.04,2212.91,2212.82,2200.72,2212.82,0,0,0,0,3.93
77540,77.94,23.53,-5.33,-0.29,-12.16,-0.93,-0.55,-0.64,2212.91,2212.85,2200.72,2212.85,0,0,0,0,3.92
77640,77.93,23.54,-5.55,-1.86,-8.09,-0.27,0.07,-0.59,2213.02,2212.88,2200.72,2212.88,0,0,0,0,3.92
77740,77.93,23.54,-3.03,-1.55,-5.48,-0.65,0.16,-1.14,2213.02,2212.92,2200.72,2212.92,0,0,0,0,3.91
77840,77.93,23.54,-1.74,-2.31,-6.65,-0.50,-0.22,-1.21,2213.02,2212.95,2200.72,2212.95,0,0,0,0,3.92
77940,77.93,23.54,-0.42,-0.41,-10.55,-0.56,-0.39,-0.88,2213.02,2212.97,2200.72,2212.97,0,0,0,0,3.93
78040,77.93,23.54,-0.90,-1.80,-11.77,0.80,-0.54,-0.07,2213.02,2212.98,2200.72,2212.98,0,0,0,0,3.94
78140,77.93,23.54,-5.40,-1.09,-12.69,0.12,-0.64,-0.03,2213.15,2213.01,2200.72,2213.01,0,0,0,0,3.92
78240,77.93,23.54,-1.55,-0.08,-9.97,0.27,0.08,0.61,2213.15,2213.04,2200.72,2213.04,0,0,0,0,3.92
78340,77.93,23.54,-1.50,-1.00,-8.20,0.48,0.17,0.79,2213.15,2213.07,2200.72,2213.07,0,0,0,0,3.91
78440,77.93,23.54,-1.62,-1.09,-9.11,0.88,0.65,0.96,2213.15,2213.09,2200.72,2213.09,0,0,0,0,3.94
78540,77.93,23.54,-4.73,-1.11,-10.47,0.79,0.59,0.87,2213.28,2213.12,2200.72,2213.12,0,0,0,0,3.93
78640,77.93,23.54,-6.18,-2.47,-8.02,0.21,0.09,0.32,2213.28,2213.15,2200.72,2213.15,0,0,0,0,3.92
78740,77.93,23.54,-4.02,-1.13,-9.37,-1.36,-0.41,-0.08,2213.28,2213.18,2200.72,2213.18,0,0,0,0,3.94
78840,77.93,23.54,-4.72,-2.31,-9.36,0.29,-0.63,-0.09,2213.28,2213.21,2200.72,2213.21,0,0,0,0,3.93
78940,77.93,23.54,-4.97,-1.09,-8.86,-0.91,-0.06,-0.70,2213.28,2213.23,2200.72,2213.23,0,0,0,0,3.94
79040,77.93,23.53,-2.85,-1.26,-7.48,-0.77,0.21,-0.69,2213.42,2213.26,2200.72,2213.26,0,0,0,0,3.93
79140,77.93,23.53,-1.67,-1.51,-9.92,-0.91,0.15,-0.57,2213.42,2213.30,2200.72,2213.30,0,0,0,0,3.93
79240,77.93,23.53,-3.29,-1.64,-11.37,1.00,-0.58,0.10,2213.42,2213.33,2200.72,2213.33,0,0,0,0,3.92
79340,77.93,23.53,-7.51,-1.32,-14.86,0.07,-1.22,-0.14,2213.42,2213.35,2200.72,2213.35,0,0,0,0,3.93
79440,77.93,23.53,-2.44,-0.58,-9.76,-0.83,0.58,0.69,2213.42,2213.37,2200.72,2213.37,0,0,0,0,3.91
79540,77.93,23.53,-3.13,-0.93,-8.03,0.96,-0.14,0.30,2213.51,2213.40,2200.72,2213.40,0,0,0,0,3.91
79640,77.93,23.53,-2.48,-0.40,-7.73,0.79,0.53,0.59,2213.51,2213.43,2200.72,2213.43,0,0,0,0,3.91
79740,77.93,23.53,-5.09,-1.33,-6.39,0.34,0.52,0.21,2213.51,2213.45,2200.72,2213.45,0,0,0,0,3.91
79840,77.93,23.53,-5.92,-1.23,-8.87,0.01,1.13,0.35,2213.51,2213.47,2200.72,2213.47,0,0,0,0,3.94
79940,77.93,23.53,-6.25,-1.25,-10.01,-0.22,0.80,-0.34,2213.51,2213.48,2200.72,2213.48,0,0,0,0,3.93
80040,77.93,23.53,-5.78,-0.50,-7.30,-0.48,-0.26,-1.57,2213.64,2213.50,2200.72,2213.50,0,0,0,0,3.91
80140,77.93,23.53,-5.82,1.40,-7.91,-0.85,-0.76,-2.49,2213.64,2213.53,2200.72,2213.53,0,0,0,0,3.95
80240,77.93,23.53,-4.71,1.54,-10.00,-1.03,-0.57,-2.56,2213.64,2213.56,2200.72,2213.56,0,0,0,0,3.92
80340,77.93,23.53,-4.44,0.84,-7.44,-2.01,-0.03,-2.30,2213.64,2213.57,2200.72,2213.57,0,0,0,0,3.92
80440,77.93,23.53,-3.85,-0.19,-7.64,-1.51,0.14,-1.97,2213.64,2213.59,2200.72,2213.59,0,0,0,0,3.93
80540,77.93,23.53,-1.40,-1.13,-7.20,-1.11,-0.60,-1.32,2213.76,2213.62,2200.72,2213.62,0,0,0,0,3.92
80640,77.93,23.53,-4.42,0.84,-12.31,-1.35,-1.61,-0.69,2213.76,2213.65,2200.72,2213.65,0,0,0,0,3.94
80740,77.93,23.53,-3.82,1.51,-10.35,-0.22,-0.39,-0.17,2213.76,2213.68,2200.72,2213.68,0,0,0,0,3.92
80840,77.93,23.53,-4.58,1.40,-9.75,-0.43,-0.63,-0.57,2213.76,2213.69,2200.72,2213.69,0,0,0,0,3.94
80940,77.93,23.53,-4.36,0.34,-9.20,0.12,-0.25,-0.59,2213.76,2213.71,2200.72,2213.71,0,0,0,0,3.92
81040,77.93,23.53,-5.27,-0.24,-10.24,0.04,-0.01,-0.95,2213.84,2213.73,2200.72,2213.73,0,0,0,0,3.92
81140,77.93,23.53,-5.29,-0.11,-9.81,-0.14,0.08,-0.46,2213.84,2213.76,2200.72,2213.76,0,0,0,0,3.92
81240,77.93,23.53,-3.62,-0.70,-6.11,-0.39,0.27,0.63,2213.84,2213.79,2200.72,2213.79,0,0,0,0,3.93
81340,77.93,23.53,-5.63,0.64,-7.41,0.07,-0.90,0.20,2213.84,2213.80,2200.72,2213.80,0,0,0,0,3.93
81440,77.93,23.53,-7.86,1.62,-9.03,-0.48,-0.86,-0.55,2213.84,2213.81,2200.72,2213.81,0,0,0,0,3.93
81540,77.93,23.52,-7.29,-1.47,-5.62,-0.48,0.09,-0.85,2213.92,2213.83,2200.72,2213.83,0,0,0,0,3.92
81640,77.93,23.52,-5.06,-0.27,-7.15,-1.06,0.26,-0.88,2213.92,2213.85,2200.72,2213.85,0,0,0,0,3.92
81740,77.93,23.52,-2.57,-0.16,-7.50,-0.55,0.46,-0.54,2213.92,2213.87,2200.72,2213.87,0,0,0,0,3.92
81840,77.93,23.52,-4.80,-1.63,-9.52,0.11,-0.02,0.08,2213.92,2213.88,2200.72,2213.88,0,0,0,0,3.92
81940,77.93,23.52,-9.06,-3.16,-9.31,1.76,-0.28,0.20,2213.92,2213.89,2200.72,2213.89,0,0,0,0,3.92
82040,77.93,23.52,-8.32,-1.11,-11.27,0.32,0.02,0.51,2213.94,2213.90,2200.72,2213.90,0,0,0,0,3.91
82140,77.93,23.52,-3.64,-0.56,-8.55,0.12,0.39,1.00,2213.94,2213.92,2200.72,2213.92,0,0,0,0,3.93
82240,77.93,23.52,-3.74,-0.50,-6.71,1.51,0.91,2.10,2213.94,2213.93,2200.72,2213.93,0,0,0,0,3.94
82340,77.93,23.52,-2.32,-0.79,-6.18,1.06,0.28,1.40,2213.94,2213.93,2200.72,2213.93,0,0,0,0,3.91
82440,77.93,23.52,-5.79,-1.14,-6.67,1.56,0.07,0.93,2214.04,2213.95,2200.72,2213.95,0,0,0,0,3.93
82540,77.93,23.52,-6.51,-0.16,-8.37,0.28,0.88,0.93,2214.04,2213.96,2200.72,2213.96,0,0,0,0,3.93
82640,77.93,23.52,-4.97,-1.35,-7.90,-1.55,-0.36,-0.61,2214.04,2213.98,2200.72,2213.98,0,0,0,0,3.92
82740,77.93,23.52,-6.94,-1.11,-7.95,-0.23,-0.08,-0.45,2214.04,2213.99,2200.72,2213.99,0,0,0,0,3.94
82840,77.93,23.52,-4.47,-1.47,-6.20,-0.11,0.21,-0.59,2214.04,2214.00,2200.72,2214.00,0,0,0,0,3.93
82940,77.92,23.52,-4.09,-2.41,-6.23,-0.97,0.08,-0.43,2214.09,2214.02,2200.72,2214.02,0,0,0,0,3.93
83040,77.92,23.52,-4.62,-2.30,-4.46,0.16,-0.62,-0.43,2214.09,2214.04,2200.72,2214.04,0,0,0,0,3.93
83140,77.92,23.52,-7.07,-2.63,-10.96,-0.68,-0.88,0.16,2214.09,2214.06,2200.72,2214.06,0,0,0,0,3.92
83240,77.92,23.52,-4.63,-1.53,-8.54,0.38,0.67,0.18,2214.09,2214.06,2200.72,2214.06,0,0,0,0,3.93
83340,77.92,23.52,-5.31,-2.36,-10.14,1.70,-1.05,0.06,2214.09,2214.07,2200.72,2214.07,0,0,0,0,3.94
83440,77.92,23.51,-2.23,-1.42,-10.35,0.47,1.37,0.14,2214.14,2214.08,2200.72,2214.08,0,0,0,0,3.92
83540,77.92,23.51,-4.39,-2.91,-7.15,1.47,1.68,0.32,2214.14,2214.09,2200.72,2214.09,0,0,0,0,3.93
83640,77.92,23.51,-5.33,-1.85,-10.60,-1.13,1.54,-0.94,2214.14,2214.11,2200.72,2214.11,0,0,0,0,3.91
83740,77.92,23.51,-4.48,-0.87,-8.93,-0.44,-0.14,-0.80,2214.14,2214.11,2200.72,2214.11,0,0,0,0,3.93
83840,77.92,23.51,-4.80,-0.87,-7.43,0.35,-0.18,-0.40,2214.14,2214.12,2200.72,2214.12,0,0,0,0,3.93
83940,77.92,23.51,-1.67,-1.25,-7.02,-0.83,0.29,-0.97,2214.17,2214.13,2200.72,2214.13,0,0,0,0,3.92
84040,77.92,23.51,-2.33,-2.76,-8.61,0.16,-0.98,0.01,2214.17,2214.14,2200.72,2214.14,0,0,0,0,3.92
84140,77.92,23.51,-3.91,-5.51,-6.71,-0.53,-0.57,-0.11,2214.17,2214.15,2200.72,2214.15,0,0,0,0,3.94
84240,77.92,23.51,-2.09,-5.50,-11.99,0.36,-0.70,0.47,2214.17,2214.15,2200.72,2214.15,0,0,0,0,3.91
84340,77.92,23.51,-3.19,-3.48,-15.84,-0.06,-0.25,-0.10,2214.17,2214.16,2200.72,2214.16,0,0,0,0,3.92
84440,77.92,23.51,-2.97,-3.12,-9.33,0.62,0.11,0.41,2214.24,2214.17,2200.72,2214.17,0,0,0,0,3.91
84540,77.92,23.51,-1.15,-1.92,-7.58,0.42,1.06,0.58,2214.24,2214.18,2200.72,2214.18,0,0,0,0,3.92
84640,77.92,23.51,-3.40,-4.18,-6.83,1.07,0.22,0.49,2214.24,2214.19,2200.72,2214.19,0,0,0,0,3.93
84740,77.92,23.51,-3.25,-4.38,-6.81,0.48,0.78,0.09,2214.24,2214.20,2200.72,2214.20,0,0,0,0,3.94
84840,77.92,23.51,-3.04,-2.98,-6.34,-0.64,0.32,-0.30,2214.24,2214.21,2200.72,2214.21,0,0,0,0,3.94
84940,77.92,23.50,-5.34,-1.28,-12.74,-0.58,-0.19,-0.68,2214.31,2214.23,2200.72,2214.23,0,0,0,0,3.92
85040,77.92,23.50,-3.92,-2.43,-7.01,0.48,-0.50,-0.54,2214.31,2214.24,2200.72,2214.24,0,0,0,0,3.90
85140,77.92,23.50,-2.01,-3.28,-6.14,-0.50,-0.30,-0.56,2214.31,2214.26,2200.72,2214.26,0,0,0,0,3.92
85240,77.92,23.50,0.07,-2.13,-8.46,-1.54,0.24,-0.06,2214.31,2214.27,2200.72,2214.27,0,0,0,0,3.94
85340,77.92,23.50,-2.29,-4.24,-12.82,0.05,-0.54,1.38,2214.31,2214.28,2200.72,2214.28,0,0,0,0,3.92
85440,77.92,23.50,-4.87,-5.04,-13.02,0.03,-0.44,0.40,2214.39,2214.30,2200.72,2214.30,0,0,0,0,3.93
85540,77.92,23.50,-2.93,-2.70,-9.85,0.20,0.44,0.14,2214.39,2214.32,2200.72,2214.32,0,0,0,0,3.92
85640,77.92,23.50,-0.76,-0.86,-9.51,0.50,0.50,0.34,2214.39,2214.34,2200.72,2214.34,0,0,0,0,3.94
85740,77.92,23.50,-1.88,-2.15,-6.13,0.58,0.66,0.71,2214.39,2214.35,2200.72,2214.35,0,0,0,0,3.92
85840,77.92,23.50,-3.96,-3.35,-12.62,0.83,0.49,-0.29,2214.39,2214.36,2200.72,2214.36,0,0,0,0,3.91
85940,77.92,23.50,-3.27,-4.34,-9.55,0.40,0.22,-0.97,2214.41,2214.37,2200.72,2214.37,0,0,0,0,3.93
86040,77.92,23.50,-2.18,-3.14,-17.23,0.75,-0.47,-0.89,2214.41,2214.38,2200.72,2214.38,0,0,0,0,3.93
86140,77.92,23.50,-4.30,-2.13,-5.76,2.11,-0.29,-0.50,2214.41,2214.40,2200.72,2214.40,0,0,0,0,3.92
86240,77.92,23.50,-0.06,-1.66,-3.38,-0.11,-0.23,-0.99,2214.41,2214.40,2200.72,2214.40,0,0,0,0,3.94
86340,77.92,23.49,1.33,-3.78,-7.32,0.86,-2.51,0.07,2214.47,2214.41,2200.72,2214.41,0,0,0,0,3.93
86440,77.92,23.49,-0.32,-6.76,-7.20,-1.24,0.79,0.71,2214.47,2214.42,2200.72,2214.42,0,0,0,0,3.94
86540,77.92,23.49,-4.00,-7.32,-6.85,-1.18,-0.39,0.80,2214.47,2214.42,2200.72,2214.42,0,0,0,0,3.92
86640,77.92,23.49,-1.43,-2.94,-10.09,-1.50,0.81,0.73,2214.47,2214.43,2200.72,2214.43,0,0,0,0,3.92
86740,77.92,23.49,-3.34,-3.37,-9.60,0.17,-0.65,1.26,2214.47,2214.44,2200.72,2214.44,0,0,0,0,3.92
86840,77.92,23.49,-3.56,-3.78,-8.38,1.02,-0.32,0.94,2214.51,2214.45,2200.72,2214.45,0,0,0,0,3.93
86940,77.92,23.49,-3.64,-3.46,-6.45,1.39,-0.07,1.35,2214.51,2214.47,2200.72,2214.47,0,0,0,0,3.91
87040,77.92,23.49,-7.36,-3.36,-6.21,0.13,-0.36,0.46,2214.51,2214.48,2200.72,2214.48,0,0,0,0,3.94
87140,77.92,23.49,-6.66,-1.94,-10.15,-1.34,-0.07,-0.52,2214.51,2214.48,2200.72,2214.48,0,0,0,0,3.92
87240,77.92,23.49,-6.24,-0.45,-8.93,-1.28,-0.05,-1.02,2214.51,2214.49,2200.72,2214.49,0,0,0,0,3.91
87340,77.92,23.48,-4.36,-1.99,-7.83,-0.83,0.25,-0.62,2214.56,2214.50,2200.72,2214.50,0,0,0,0,3.92
87440,77.92,23.48,-3.07,-3.13,-5.51,-0.26,-0.07,-0.39,2214.56,2214.51,2200.72,2214.51,0,0,0,0,3.91
87540,77.92,23.48,-3.80,-3.48,-9.12,-0.67,-0.29,-0.05,2214.56,2214.52,2200.72,2214.52,0,0,0,0,3.92
87640,77.92,23.48,-8.21,-5.11,-11.42,-0.02,-0.00,0.18,2214.56,2214.53,2200.72,2214.53,0,0,0,0,3.94
87740,77.92,23.48,-3.75,-1.70,-19.61,-0.12,1.22,-0.66,2214.56,2214.53,2200.72,2214.53,0,0,0,0,3.93
87840,77.92,23.48,-0.40,-4.29,-5.71,0.68,1.58,0.59,2214.59,2214.54,2200.72,2214.54,0,0,0,0,3.90
87940,77.92,23.48,-0.63,-2.93,-7.64,1.10,-0.23,0.77,2214.59,2214.55,2200.72,2214.55,0,0,0,0,3.94
88040,77.92,23.48,-0.78,-2.58,-6.33,0.98,0.51,1.09,2214.59,2214.56,2200.72,2214.56,0,0,0,0,3.92
88140,77.92,23.48,-4.24,-2.48,-6.25,0.54,0.18,0.52,2214.59,2214.57,2200.72,2214.57,0,0,0,0,3.91
88240,77.92,23.48,-3.41,-2.15,-6.30,-1.10,0.62,-0.51,2214.59,2214.57,2200.72,2214.57,0,0,0,0,3.93
88340,77.92,23.48,-1.89,-3.52,-14.16,-1.00,-0.40,-0.28,2214.65,2214.58,2200.72,2214.58,0,0,0,0,3.91
88440,77.92,23.48,-7.26,-4.28,-8.65,0.90,-0.82,0.21,2214.65,2214.59,2200.72,2214.59,0,0,0,0,3.92
88540,77.92,23.48,-3.84,-2.39,-7.09,-0.09,0.24,-1.21,2214.65,2214.61,2200.72,2214.61,0,0,0,0,3.91
88640,77.92,23.48,-0.99,-2.16,-9.85,-3.07,1.86,-3.34,2214.65,2214.61,2200.72,2214.61,0,0,0,0,3.94
88740,77.92,23.48,3.81,-2.84,-12.51,3.21,0.30,0.85,2214.65,2214.62,2200.72,2214.62,0,0,0,0,3.91
88840,77.92,23.47,0.92,-6.14,-6.92,1.19,0.65,1.30,2214.68,2214.63,2200.72,2214.63,0,0,0,0,3.94
88940,77.92,23.47,0.58,-4.49,-5.43,0.45,0.14,0.85,2214.68,2214.64,2200.72,2214.64,0,0,0,0,3.91
89040,77.92,23.47,0.74,-4.63,-7.19,-0.75,0.26,0.64,2214.68,2214.66,2200.72,2214.66,0,0,0,0,3.91
89140,77.92,23.47,0.11,-4.71,-7.88,-0.30,0.48,0.78,2214.68,2214.66,2200.72,2214.66,0,0,0,0,3.91
89240,77.92,23.47,-1.30,-5.26,-7.98,0.18,-0.18,0.74,2214.68,2214.66,2200.72,2214.66,0,0,0,0,3.90
89340,77.92,23.47,-4.50,-4.98,-8.37,-0.40,-0.58,-0.03,2214.68,2214.67,2200.72,2214.67,0,0,0,0,3.91
89440,77.92,23.47,-2.74,-3.39,-10.81,-1.87,0.14,-1.03,2214.68,2214.67,2200.72,2214.67,0,0,0,0,3.93
89540,77.92,23.47,-3.11,-2.30,-9.73,-0.42,-1.02,-0.63,2214.68,2214.68,2200.72,2214.68,0,0,0,0,3.92
89640,77.92,23.47,-2.36,-1.99,-8.76,-0.35,-0.84,-1.02,2214.68,2214.68,2200.72,2214.68,0,0,0,0,3.92
89740,77.92,23.47,-1.62,-3.09,-6.22,-0.42,-0.15,-0.95,2214.68,2214.68,2200.72,2214.68,0,0,0,0,3.94
89840,77.92,23.47,-0.54,-3.38,-10.14,-0.41,-0.25,-0.56,2214.71,2214.68,2200.72,2214.68,0,0,0,0,3.91
89940,77.92,23.47,-1.55,-4.15,-11.45,-0.24,-0.30,0.01,2214.71,2214.68,2200.72,2214.68,0,0,0,0,3.91
90040,77.92,23.47,-2.17,-2.62,-14.75,-0.30,-0.40,-0.03,2214.71,2214.69,2200.72,2214.69,0,0,0,0,3.92
90140,77.92,23.47,-0.73,-2.36,-9.96,0.33,0.02,0.61,2214.71,2214.69,2200.72,2214.69,0,0,0,0,3.93
90240,77.92,23.47,-1.12,-1.56,-7.10,0.87,-0.08,0.88,2214.76,2214.70,2200.72,2214.70,0,0,0,0,3.91
90340,77.92,23.47,-1.89,-2.17,-7.75,0.32,0.30,0.82,2214.76,2214.71,2200.72,2214.71,0,0,0,0,3.91
90440,77.92,23.47,-3.12,-1.07,-7.89,0.40,0.18,0.60,2214.76,2214.72,2200.72,2214.72,0,0,0,0,3.92
90540,77.92,23.47,-5.39,-1.72,-7.44,-1.05,-0.52,-0.07,2214.76,2214.73,2200.72,2214.73,0,0,0,0,3.91
90640,77.92,23.47,-3.38,-0.54,-12.74,-0.70,0.07,-0.26,2214.76,2214.74,2200.72,2214.74,0,0,0,0,3.92
90740,77.92,23.47,-5.02,-1.36,-6.39,-0.24,-0.07,-0.76,2214.74,2214.74,2200.72,2214.74,0,0,0,0,3.92
90840,77.92,23.47,-2.26,-0.20,-7.15,-0.58,0.03,-1.11,2214.74,2214.74,2200.72,2214.74,0,0,0,0,3.92
90940,77.92,23.47,-3.50,-1.24,-9.26,-0.95,-0.03,-0.52,2214.74,2214.75,2200.72,2214.75,0,0,0,0,3.92
91040,77.92,23.47,-3.09,-3.48,-10.64,-0.08,-0.68,0.34,2214.74,2214.75,2200.72,2214.75,0,0,0,0,3.92
91140,77.92,23.47,-5.19,-2.60,-14.40,-0.65,-0.77,-0.34,2214.74,2214.74,2200.72,2214.75,0,0,0,0,3.92
91240,77.92,23.47,-0.43,-2.12,-10.78,-0.51,1.30,0.02,2214.77,2214.75,2200.72,2214.75,0,0,0,0,3.92
